"x"
0.119277
0.210709
0.128947
0.186871
0.231515
0.14282
0.0968621
0.111668
0.137264
0.113626
0.0951517
0.0616659
0.0557973
0.0640954
0.0498465
0.0810133
0.0635979
0.0530077
0.0581822
0.0449117
0.0707507
0.0860322
0.0931341
0.130001
0.098201
0.162633
0.150817
0.126729
0.259952
0.20665
0.268905
0.270669
0.332095
0.365764
0.272298
0.219522
0.144199
0.127074
0.292084
0.31678
0.313097
0.33805
0.427677
0.285844
0.448268
0.38754
0.232416
0.234932
0.215271
0.122446
0.192311
0.342688
0.381791
