year,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
1940,0.0169,0.0848,0.2445,0.3698,0.4772,0.5288,0.5853,0.6624,0.7212,0.784,0.8524,0.9291,0.976,1.0603,1.0126,1.0391,1.0391,1.0391,1.0391,1.0391,1.0391
