"V1"
2772.888
2203.15269197827
1750.47884522241
1390.81426300044
1105.04866679476
877.998298169944
697.599150836762
554.265966417599
440.382935042767
349.899039860521
278.006544652838
220.885541442523
175.500984983227
139.441429841607
110.790901590268
88.0270941651081
69.9404842449035
55.5700649079309
44.1522838626424
35.0804731561351
135.641636910144
